top - 10:52:54 up 48 min,  1 user,  load average: 0,37, 0,44, 0,45
Tasks: 312 total,   1 running, 311 sleeping,   0 stopped,   0 zombie
%Cpu(s):  4,4 us,  6,7 sy, 20,0 ni, 68,9 id,  0,0 wa,  0,0 hi,  0,0 si,  0,0 st
MiB Mem :   7856,4 total,   3949,0 free,   1470,4 used,   2437,0 buff/cache
MiB Swap:   1335,2 total,   1335,2 free,      0,0 used.   5942,6 avail Mem 

    PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND
  20813 root      20   0 1269152  79276  13424 S 243,8   1,0   0:00.39 gst-lau+
  20792 root      20   0  476060  45080  33156 S   0,3   0,6   0:00.41 gnome-t+
  20811 root      20   0   20624   4180   3464 R   0,3   0,1   0:00.03 top
      1 root      20   0  168568  12616   8440 S   0,0   0,2   0:01.98 systemd
      2 root      20   0       0      0      0 S   0,0   0,0   0:00.00 kthreadd
      3 root       0 -20       0      0      0 I   0,0   0,0   0:00.00 rcu_gp
      4 root       0 -20       0      0      0 I   0,0   0,0   0:00.00 rcu_par+
      6 root       0 -20       0      0      0 I   0,0   0,0   0:00.00 kworker+
      9 root       0 -20       0      0      0 I   0,0   0,0   0:00.00 mm_perc+
     10 root      20   0       0      0      0 S   0,0   0,0   0:00.00 rcu_tas+
     11 root      20   0       0      0      0 S   0,0   0,0   0:00.00 rcu_tas+
     12 root      20   0       0      0      0 S   0,0   0,0   0:00.22 ksoftir+
     13 root      20   0       0      0      0 I   0,0   0,0   0:04.06 rcu_sch+
     14 root      rt   0       0      0      0 S   0,0   0,0   0:00.01 migrati+
     15 root     -51   0       0      0      0 S   0,0   0,0   0:00.00 idle_in+
     16 root      20   0       0      0      0 S   0,0   0,0   0:00.00 cpuhp/0
     17 root      20   0       0      0      0 S   0,0   0,0   0:00.00 cpuhp/1
     18 root     -51   0       0      0      0 S   0,0   0,0   0:00.00 idle_in+
     19 root      rt   0       0      0      0 S   0,0   0,0   0:00.13 migrati+
     20 root      20   0       0      0      0 S   0,0   0,0   0:00.21 ksoftir+
     22 root       0 -20       0      0      0 I   0,0   0,0   0:00.00 kworker+
     23 root      20   0       0      0      0 S   0,0   0,0   0:00.00 cpuhp/2
     24 root     -51   0       0      0      0 S   0,0   0,0   0:00.00 idle_in+
     25 root      rt   0       0      0      0 S   0,0   0,0   0:00.13 migrati+
     26 root      20   0       0      0      0 S   0,0   0,0   0:00.13 ksoftir+
     28 root       0 -20       0      0      0 I   0,0   0,0   0:00.00 kworker+
     29 root      20   0       0      0      0 S   0,0   0,0   0:00.00 cpuhp/3
     30 root     -51   0       0      0      0 S   0,0   0,0   0:00.00 idle_in+
     31 root      rt   0       0      0      0 S   0,0   0,0   0:00.13 migrati+
     32 root      20   0       0      0      0 S   0,0   0,0   0:00.07 ksoftir+
     34 root       0 -20       0      0      0 I   0,0   0,0   0:00.00 kworker+
     35 root      20   0       0      0      0 S   0,0   0,0   0:00.00 cpuhp/4
     36 root     -51   0       0      0      0 S   0,0   0,0   0:00.00 idle_in+
     37 root      rt   0       0      0      0 S   0,0   0,0   0:00.13 migrati+
     38 root      20   0       0      0      0 S   0,0   0,0   0:00.09 ksoftir+
     40 root       0 -20       0      0      0 I   0,0   0,0   0:00.00 kworker+
     41 root      20   0       0      0      0 S   0,0   0,0   0:00.00 cpuhp/5
     42 root     -51   0       0      0      0 S   0,0   0,0   0:00.00 idle_in+
     43 root      rt   0       0      0      0 S   0,0   0,0   0:00.14 migrati+
     44 root      20   0       0      0      0 S   0,0   0,0   0:00.05 ksoftir+
     46 root       0 -20       0      0      0 I   0,0   0,0   0:00.00 kworker+
     47 root      20   0       0      0      0 S   0,0   0,0   0:00.00 cpuhp/6
     48 root     -51   0       0      0      0 S   0,0   0,0   0:00.00 idle_in+
     49 root      rt   0       0      0      0 S   0,0   0,0   0:00.14 migrati+
     50 root      20   0       0      0      0 S   0,0   0,0   0:00.10 ksoftir+
     52 root       0 -20       0      0      0 I   0,0   0,0   0:00.00 kworker+
     53 root      20   0       0      0      0 S   0,0   0,0   0:00.00 cpuhp/7
     54 root     -51   0       0      0      0 S   0,0   0,0   0:00.00 idle_in+
     55 root      rt   0       0      0      0 S   0,0   0,0   0:00.14 migrati+
     56 root      20   0       0      0      0 S   0,0   0,0   0:00.06 ksoftir+
     58 root       0 -20       0      0      0 I   0,0   0,0   0:00.00 kworker+
     59 root      20   0       0      0      0 S   0,0   0,0   0:00.00 kdevtmp+
     60 root       0 -20       0      0      0 I   0,0   0,0   0:00.00 netns
     61 root       0 -20       0      0      0 I   0,0   0,0   0:00.00 inet_fr+
     62 root      20   0       0      0      0 S   0,0   0,0   0:00.00 kauditd
     63 root      20   0       0      0      0 S   0,0   0,0   0:00.00 khungta+
     64 root      20   0       0      0      0 S   0,0   0,0   0:00.00 oom_rea+
     65 root       0 -20       0      0      0 I   0,0   0,0   0:00.00 writeba+
     66 root      20   0       0      0      0 S   0,0   0,0   0:00.13 kcompac+
     67 root      25   5       0      0      0 S   0,0   0,0   0:00.00 ksmd
     68 root      39  19       0      0      0 S   0,0   0,0   0:00.00 khugepa+
    115 root       0 -20       0      0      0 I   0,0   0,0   0:00.00 kintegr+
    116 root       0 -20       0      0      0 I   0,0   0,0   0:00.00 kblockd
    117 root       0 -20       0      0      0 I   0,0   0,0   0:00.00 blkcg_p+
    119 root      20   0       0      0      0 I   0,0   0,0   0:00.00 kworker+
    122 root      20   0       0      0      0 I   0,0   0,0   0:04.65 kworker+
    125 root       0 -20       0      0      0 I   0,0   0,0   0:00.00 tpm_dev+
    126 root       0 -20       0      0      0 I   0,0   0,0   0:00.00 ata_sff
    127 root       0 -20       0      0      0 I   0,0   0,0   0:00.00 md
    128 root       0 -20       0      0      0 I   0,0   0,0   0:00.00 edac-po+
    129 root       0 -20       0      0      0 I   0,0   0,0   0:00.00 devfreq+
    130 root     -51   0       0      0      0 S   0,0   0,0   0:00.00 watchdo+
    131 root       0 -20       0      0      0 I   0,0   0,0   0:00.11 kworker+
    133 root      20   0       0      0      0 S   0,0   0,0   0:00.00 kswapd0
    134 root      20   0       0      0      0 S   0,0   0,0   0:00.00 ecryptf+
    136 root       0 -20       0      0      0 I   0,0   0,0   0:00.00 kthrotld
    137 root       0 -20       0      0      0 I   0,0   0,0   0:00.00 acpi_th+
    139 root       0 -20       0      0      0 I   0,0   0,0   0:00.00 vfio-ir+
    140 root      20   0       0      0      0 I   0,0   0,0   0:04.15 kworker+
    142 root       0 -20       0      0      0 I   0,0   0,0   0:00.11 kworker+
    143 root       0 -20       0      0      0 I   0,0   0,0   0:00.00 ipv6_ad+
    152 root       0 -20       0      0      0 I   0,0   0,0   0:00.00 kstrp
    155 root       0 -20       0      0      0 I   0,0   0,0   0:00.00 zswap-s+
    161 root       0 -20       0      0      0 I   0,0   0,0   0:00.00 charger+
    183 root       0 -20       0      0      0 I   0,0   0,0   0:00.10 kworker+
    197 root       0 -20       0      0      0 I   0,0   0,0   0:00.05 kworker+
    213 root       0 -20       0      0      0 I   0,0   0,0   0:00.08 kworker+
    214 root      20   0       0      0      0 I   0,0   0,0   0:03.02 kworker+
    232 root       0 -20       0      0      0 I   0,0   0,0   0:00.10 kworker+
    234 root      20   0       0      0      0 S   0,0   0,0   0:00.00 scsi_eh+
    235 root       0 -20       0      0      0 I   0,0   0,0   0:00.00 scsi_tm+
    236 root      20   0       0      0      0 S   0,0   0,0   0:00.00 scsi_eh+
    237 root       0 -20       0      0      0 I   0,0   0,0   0:00.00 scsi_tm+
    238 root      20   0       0      0      0 S   0,0   0,0   0:00.00 scsi_eh+
    239 root       0 -20       0      0      0 I   0,0   0,0   0:00.00 scsi_tm+
    240 root      20   0       0      0      0 S   0,0   0,0   0:00.00 scsi_eh+
    241 root       0 -20       0      0      0 I   0,0   0,0   0:00.00 scsi_tm+
    242 root      20   0       0      0      0 S   0,0   0,0   0:00.00 scsi_eh+
    243 root       0 -20       0      0      0 I   0,0   0,0   0:00.00 scsi_tm+
    244 root      20   0       0      0      0 S   0,0   0,0   0:00.00 scsi_eh+
    245 root       0 -20       0      0      0 I   0,0   0,0   0:00.00 scsi_tm+
    248 root      20   0       0      0      0 I   0,0   0,0   0:03.35 kworker+
    253 root       0 -20       0      0      0 I   0,0   0,0   0:00.12 kworker+
    279 root      20   0       0      0      0 S   0,0   0,0   0:00.18 jbd2/sd+
    280 root       0 -20       0      0      0 I   0,0   0,0   0:00.00 ext4-rs+
    317 root       0 -20       0      0      0 I   0,0   0,0   0:00.05 kworker+
    324 root      19  -1   60248  28860  27288 S   0,0   0,4   0:00.94 systemd+
    355 root       0 -20       0      0      0 S   0,0   0,0   0:00.00 loop0
    365 root       0 -20       0      0      0 S   0,0   0,0   0:00.00 loop1
    370 root       0 -20       0      0      0 S   0,0   0,0   0:00.00 loop2
    371 root       0 -20       0      0      0 S   0,0   0,0   0:00.00 loop3
    372 root       0 -20       0      0      0 S   0,0   0,0   0:00.00 loop4
    373 root       0 -20       0      0      0 S   0,0   0,0   0:00.00 loop5
    374 root       0 -20       0      0      0 S   0,0   0,0   0:00.00 loop6
    378 root       0 -20       0      0      0 S   0,0   0,0   0:00.00 loop7
    379 root       0 -20       0      0      0 S   0,0   0,0   0:00.00 loop8
    380 root       0 -20       0      0      0 S   0,0   0,0   0:00.00 loop9
    381 root       0 -20       0      0      0 S   0,0   0,0   0:00.01 loop10
    382 root       0 -20       0      0      0 S   0,0   0,0   0:00.00 loop11
    383 root       0 -20       0      0      0 S   0,0   0,0   0:00.00 loop12
    385 root       0 -20       0      0      0 S   0,0   0,0   0:00.02 loop13
    386 root       0 -20       0      0      0 S   0,0   0,0   0:00.00 loop14
    387 root       0 -20       0      0      0 S   0,0   0,0   0:00.00 loop15
    388 root       0 -20       0      0      0 S   0,0   0,0   0:00.03 loop16
    391 root       0 -20       0      0      0 S   0,0   0,0   0:00.00 loop17
    392 root       0 -20       0      0      0 S   0,0   0,0   0:00.03 loop18
    393 root       0 -20       0      0      0 S   0,0   0,0   0:00.00 loop19
    395 root       0 -20       0      0      0 S   0,0   0,0   0:00.07 loop20
    397 root       0 -20       0      0      0 S   0,0   0,0   0:00.00 loop21
    399 root      20   0   24116   7540   4000 S   0,0   0,1   0:00.48 systemd+
    400 root       0 -20       0      0      0 S   0,0   0,0   0:00.00 loop22
    447 root      20   0       0      0      0 I   0,0   0,0   0:00.00 kworker+
    452 root     -51   0       0      0      0 S   0,0   0,0   0:00.00 irq/28-+
    461 root       0 -20       0      0      0 I   0,0   0,0   0:00.00 cfg80211
    466 root       0 -20       0      0      0 I   0,0   0,0   0:00.00 cryptd
    524 root     -51   0       0      0      0 S   0,0   0,0   0:00.00 card0-c+
    525 root     -51   0       0      0      0 S   0,0   0,0   0:00.00 card0-c+
    526 root     -51   0       0      0      0 S   0,0   0,0   0:00.00 card0-c+
    838 systemd+  20   0   24056  13180   9100 S   0,0   0,2   0:00.40 systemd+
    896 root      20   0  247192   7772   6724 S   0,0   0,1   0:00.18 account+
    900 root      20   0    2548    780    712 S   0,0   0,0   0:00.65 acpid
    902 avahi     20   0    8620   3616   3288 S   0,0   0,0   0:00.12 avahi-d+
    903 root      20   0   18064   3300   3032 S   0,0   0,0   0:00.03 cron
    906 root      20   0   37364   9352   7436 S   0,0   0,1   0:00.02 cupsd
    907 message+  20   0   10168   6776   3876 S   0,0   0,1   0:03.03 dbus-da+
    908 root      20   0  493452  21812  17332 S   0,0   0,3   0:09.02 Network+
    918 root      20   0   81904   3732   3400 S   0,0   0,0   0:00.17 irqbala+
    919 root      20   0  151112   2568   2272 S   0,0   0,0   0:00.01 lxcfs
    923 root      20   0   48068  20200  11836 S   0,0   0,3   0:00.12 network+
    931 root      20   0  250168  12412   7436 S   0,0   0,2   0:02.29 polkitd
    936 syslog    20   0  224356   5104   3808 S   0,0   0,1   0:00.25 rsyslogd
    940 root      20   0 1538588  38464  19316 S   0,0   0,5   0:04.08 snapd
    941 root      20   0  244248   6244   5700 S   0,0   0,1   0:00.01 switche+
    945 root      20   0   16796   8256   7176 S   0,0   0,1   0:00.23 systemd+
    946 root      20   0   16356   5720   5008 S   0,0   0,1   0:00.11 systemd+
    947 root      20   0  134904   9636   8804 S   0,0   0,1   0:00.18 thermald
    948 root      20   0  393284  13996  10652 S   0,0   0,2   0:00.61 udisksd
    955 root      20   0   13952   9136   8180 S   0,0   0,1   0:00.28 wpa_sup+
    970 avahi     20   0    8352    328      0 S   0,0   0,0   0:00.00 avahi-d+
   1060 root      10 -10  677232  88320  11616 S   0,0   1,1   0:11.23 ovs-vsw+
   1088 root      20   0  178832  13076  11324 S   0,0   0,2   0:00.08 cups-br+
   1091 colord    20   0  255008  14768   9508 S   0,0   0,2   0:00.20 colord
   1094 root      20   0  240740  10964   9252 S   0,0   0,1   0:00.07 ModemMa+
   1129 root      20   0 1568116  39612  29488 S   0,0   0,5   0:00.36 libvirtd
   1137 root      20   0  904680  11964   8824 S   0,0   0,1   0:00.95 canonic+
   1149 root      20   0  127024  23220  15040 S   0,0   0,3   0:00.10 unatten+
   1207 ntp       20   0   74992   4560   3944 S   0,0   0,1   0:00.38 ntpd
   1220 root      20   0   12196   7028   6184 S   0,0   0,1   0:00.00 sshd
   1225 root      20   0  248256   8788   7612 S   0,0   0,1   0:00.03 gdm3
   1226 root      20   0    9916   2708   2184 S   0,0   0,0   0:00.04 hostapd
   1231 uml-net   20   0    2508    652    588 S   0,0   0,0   0:00.07 uml_swi+
   1289 mysql     20   0 1784224 109472  18708 S   0,0   1,4   0:02.98 mysqld
   1299 root      20   0   55484   1532     60 S   0,0   0,0   0:00.00 nginx
   1300 www-data  20   0   56100   5520   3848 S   0,0   0,1   0:00.00 nginx
   1301 www-data  20   0   56100   5940   4032 S   0,0   0,1   0:00.00 nginx
   1302 www-data  20   0   56100   5520   3848 S   0,0   0,1   0:00.00 nginx
   1303 www-data  20   0   56100   5520   3848 S   0,0   0,1   0:00.00 nginx
   1304 www-data  20   0   56100   5520   3848 S   0,0   0,1   0:00.00 nginx
   1305 www-data  20   0   56100   5520   3848 S   0,0   0,1   0:00.00 nginx
   1306 www-data  20   0   56100   5520   3848 S   0,0   0,1   0:00.00 nginx
   1307 www-data  20   0   56100   5520   3848 S   0,0   0,1   0:00.00 nginx
   1371 root      20   0       0      0      0 S   0,0   0,0   0:00.00 ath9k-h+
   1418 root      20   0    2496    588    524 S   0,0   0,0   0:00.00 bpfilte+
   1450 freerad   20   0  173492  92376  12812 S   0,0   1,1   0:00.08 freerad+
   1513 rtkit     21   1  152940   3116   2876 S   0,0   0,0   0:00.04 rtkit-d+
   1587 libvirt+  20   0    9248   2128   1784 S   0,0   0,0   0:00.00 dnsmasq
   1588 root      20   0    9220    340      0 S   0,0   0,0   0:00.00 dnsmasq
   1710 root      20   0    8264   4640   4276 S   0,0   0,1   0:00.01 bluetoo+
   1766 root      20   0  261036  10008   8532 S   0,0   0,1   0:00.30 upowerd
   1937 geoclue   20   0  517572  20400  14360 S   0,0   0,3   0:00.82 geoclue
   2077 root       0 -20       0      0      0 I   0,0   0,0   0:00.00 kworker+
   2287 whoopsie  20   0  253484  16224  14304 S   0,0   0,2   0:00.07 whoopsie
   2305 root      20   0   83760   4900   4428 S   0,0   0,1   0:00.67 hamachid
   2312 kernoops  20   0   11272    448      0 S   0,0   0,0   0:00.09 kernelo+
   2325 kernoops  20   0   11272    452      0 S   0,0   0,0   0:00.09 kernelo+
   2347 lxc-dns+  20   0   23420    356      0 S   0,0   0,0   0:00.00 dnsmasq
   2351 root      20   0   12124   2984   2160 S   0,0   0,0   0:00.00 ovs-tes+
   2466 root      20   0   33360  15456   4532 S   0,0   0,2   0:00.23 munin-n+
   2981 root      20   0  176012  10312   8512 S   0,0   0,1   0:00.03 gdm-ses+
   2992 christi+  20   0   19264  10672   8228 S   0,0   0,1   0:00.71 systemd
   2993 christi+  20   0  170136   4564      4 S   0,0   0,1   0:00.00 (sd-pam)
   2998 christi+   9 -11 1491744  20228  15284 S   0,0   0,3   0:00.18 pulseau+
   3000 christi+  39  19  594296  25468  16640 S   0,0   0,3   0:00.30 tracker+
   3008 christi+  20   0  248828   7128   6192 S   0,0   0,1   0:00.15 gnome-k+
   3024 christi+  20   0  248356   7876   6924 S   0,0   0,1   0:00.02 gvfsd
   3029 christi+  20   0  378352   6532   5876 S   0,0   0,1   0:00.00 gvfsd-f+
   3035 christi+  20   0  396456   9728   7968 S   0,0   0,1   0:00.49 gvfs-ud+
   3044 christi+  20   0  244516   6320   5804 S   0,0   0,1   0:00.01 gvfs-go+
   3048 christi+  20   0  559532  59084  36280 S   0,0   0,7   0:00.90 goa-dae+
   3056 christi+  20   0  323396   9200   8124 S   0,0   0,1   0:00.09 goa-ide+
   3062 christi+  20   0  246752   7384   6540 S   0,0   0,1   0:00.02 gvfs-gp+
   3067 christi+  20   0  325368   7508   6664 S   0,0   0,1   0:00.12 gvfs-af+
   3072 christi+  20   0  244344   5824   5208 S   0,0   0,1   0:00.01 gvfs-mt+
   3078 christi+  20   0  172660   6672   6040 S   0,0   0,1   0:00.00 gdm-x-s+
   3106 christi+  20   0  196888  13964  12484 S   0,0   0,2   0:00.05 gnome-s+
   3173 christi+  20   0    6040    456      0 S   0,0   0,0   0:00.00 ssh-age+
   3195 christi+  20   0  305440   6752   6172 S   0,0   0,1   0:00.00 at-spi-+
   3200 christi+  20   0    7392   4416   3956 S   0,0   0,1   0:00.30 dbus-da+
   3221 christi+  20   0   98704   4224   3804 S   0,0   0,1   0:00.00 gnome-s+
   3228 christi+  20   0  419036  15680  13076 S   0,0   0,2   0:00.14 gnome-s+
   3466 christi+  20   0  393292   8500   7056 S   0,0   0,1   0:00.03 ibus-da+
   3470 christi+  20   0  171344   7196   6560 S   0,0   0,1   0:00.00 ibus-me+
   3471 christi+  20   0  284300  31748  18256 S   0,0   0,4   0:01.50 ibus-ex+
   3473 christi+  20   0  206492  28488  18720 S   0,0   0,4   0:00.39 ibus-x11
   3476 christi+  20   0  245144   7364   6708 S   0,0   0,1   0:00.03 ibus-po+
   3489 christi+  20   0  162884   7796   7024 S   0,0   0,1   0:00.64 at-spi2+
   3580 christi+  20   0  244240   4644   4204 S   0,0   0,1   0:00.00 xdg-per+
   3582 christi+  20   0  580972  19964  17380 S   0,0   0,2   0:00.07 gnome-s+
   3591 christi+  20   0  399152  25844  22088 S   0,0   0,3   0:00.12 evoluti+
   3611 christi+  20   0  156372   5984   5172 S   0,0   0,1   0:00.01 dconf-s+
   3616 christi+  20   0 1125876  30492  26380 S   0,0   0,4   0:00.13 evoluti+
   3627 christi+  20   0  755572  29616  26084 S   0,0   0,4   0:00.09 evoluti+
   3642 christi+  20   0 2938924  26624  21624 S   0,0   0,3   0:00.07 gjs
   3654 christi+  20   0  327196  13176   7196 S   0,0   0,2   0:00.58 gvfsd-t+
   3666 christi+  20   0  318316   6804   6180 S   0,0   0,1   0:00.01 gsd-a11+
   3667 christi+  20   0  587020  30692  20576 S   0,0   0,4   0:00.47 gsd-col+
   3668 christi+  20   0  382272  16356  14404 S   0,0   0,2   0:00.03 gsd-dat+
   3672 christi+  20   0  320900   8332   7108 S   0,0   0,1   0:00.22 gsd-hou+
   3675 christi+  20   0  354540  28988  18792 S   0,0   0,4   0:00.42 gsd-key+
   3677 christi+  20   0  975292  31808  21200 S   0,0   0,4   0:00.48 gsd-med+
   3678 christi+  20   0  428696  29380  19308 S   0,0   0,4   0:00.49 gsd-pow+
   3679 christi+  20   0  256892  11448  10000 S   0,0   0,1   0:00.02 gsd-pri+
   3680 christi+  20   0  465740   6148   5552 S   0,0   0,1   0:00.03 gsd-rfk+
   3681 christi+  20   0  244148   5984   5460 S   0,0   0,1   0:00.01 gsd-scr+
   3684 christi+  20   0  473568  10936   9008 S   0,0   0,1   0:00.52 gsd-sha+
   3685 christi+  20   0  471412  10428   9448 S   0,0   0,1   0:00.01 gsd-sma+
   3688 christi+  20   0  328008   9300   8276 S   0,0   0,1   0:00.01 gsd-sou+
   3690 christi+  20   0  467352   7388   6688 S   0,0   0,1   0:00.01 gsd-usb+
   3692 christi+  20   0  353992  28424  18408 S   0,0   0,4   0:00.46 gsd-wac+
   3693 christi+  20   0  231808   6008   4644 S   0,0   0,1   0:00.03 gsd-dis+
   3696 christi+  20   0  396400   8200   7288 S   0,0   0,1   0:00.01 gsd-wwan
   3702 christi+  20   0  355352  29968  19452 S   0,0   0,4   0:00.45 gsd-xse+
   3735 christi+  20   0  648332  61180  45620 S   0,0   0,8   0:00.50 evoluti+
   3760 christi+  20   0  171336   7188   6552 S   0,0   0,1   0:00.00 ibus-en+
   3788 christi+  20   0  350836  15320  13436 S   0,0   0,2   0:00.02 gsd-pri+
   3792 christi+  20   0  979168 218520  52636 S   0,0   2,7   0:08.28 snap-st+
   3834 christi+  20   0  548228   6568   5944 S   0,0   0,1   0:00.03 xdg-doc+
   4003 christi+  20   0  471256  10840   9556 S   0,0   0,1   0:00.20 xdg-des+
   4007 christi+  20   0  502480  28740  19120 S   0,0   0,4   0:00.59 xdg-des+
   4078 root      20   0  459568  29556  25040 S   0,0   0,4   0:00.54 fwupd
   4372 christi+  20   0   19780   5764   3800 S   0,0   0,1   0:00.13 bash
   4437 root      20   0       0      0      0 S   0,0   0,0   0:00.00 scsi_eh+
   4438 root       0 -20       0      0      0 I   0,0   0,0   0:00.00 scsi_tm+
   4439 root      20   0       0      0      0 S   0,0   0,0   0:00.87 usb-sto+
   4443 root       0 -20       0      0      0 I   0,0   0,0   0:00.00 uas
   4493 root      20   0   18676   3116   1920 S   0,0   0,0   0:06.29 mount.n+
   4560 christi+  20   0  170900   6436   5828 S   0,0   0,1   0:00.01 gvfsd-m+
   4563 christi+  20   0  429164  31888  22384 S   0,0   0,4   0:00.35 update-+
   4772 root      20   0   20748   5016   4284 S   0,0   0,1   0:00.00 sudo
   4773 root      20   0 1050696 119496  49364 S   0,0   1,5   0:13.57 python3
   4779 root      20   0    7040   2148   1768 S   0,0   0,0   0:00.00 dbus-la+
   4780 root      20   0    7360   3324   2728 S   0,0   0,0   0:00.37 dbus-da+
   4893 christi+  20   0   19648   5544   3696 S   0,0   0,1   0:00.03 bash
   4920 christi+  20   0    3340   2024   1900 S   0,0   0,0   0:00.12 nc
   4969 christi+  20   0   19892   5728   3676 S   0,0   0,1   0:00.11 bash
   6263 root      20   0  248356   7732   6912 S   0,0   0,1   0:00.03 gvfsd
   6268 root      20   0  378352   5644   5100 S   0,0   0,1   0:00.00 gvfsd-f+
   6277 root      20   0  474064  11268  10088 S   0,0   0,1   0:00.20 xdg-des+
   6282 root      20   0  466164   6728   6112 S   0,0   0,1   0:00.07 xdg-doc+
   6286 root      20   0  244240   4628   4184 S   0,0   0,1   0:00.00 xdg-per+
   6295 root      20   0  502312  28712  19352 S   0,0   0,4   0:00.22 xdg-des+
   6303 root      20   0  156108   5456   4940 S   0,0   0,1   0:00.00 dconf-s+
   6309 root      20   0  248680   8636   7772 S   0,0   0,1   0:00.07 gnome-k+
   6449 root      20   0       0      0      0 I   0,0   0,0   0:02.62 kworker+
   8547 root      20   0       0      0      0 I   0,0   0,0   0:00.00 kworker+
  13842 root      20   0       0      0      0 I   0,0   0,0   0:00.00 kworker+
  14002 root      20   0       0      0      0 I   0,0   0,0   0:00.00 kworker+
  15267 root      20   0       0      0      0 I   0,0   0,0   0:00.00 kworker+
  15362 root      20   0       0      0      0 I   0,0   0,0   0:00.00 kworker+
  18243 root      20   0       0      0      0 I   0,0   0,0   0:00.00 kworker+
  19466 root      20   0       0      0      0 I   0,0   0,0   0:00.35 kworker+
  20785 root      20   0   18264   3888   3416 S   0,0   0,0   0:00.00 transmi+
  20799 root      20   0   18132   3340   3092 S   0,0   0,0   0:00.00 trafico+
  20800 tcpdump   20   0   10908   6600   5684 S   0,0   0,1   0:00.00 tcpdump
  20801 tcpdump   20   0   10908   6668   5752 S   0,0   0,1   0:00.00 tcpdump
  20807 root      20   0   18132   3520   3292 S   0,0   0,0   0:00.00 cpu_usa+
  20808 root      20   0   18132   3376   3132 S   0,0   0,0   0:00.00 test_h2+

top - 10:53:00 up 48 min,  1 user,  load average: 0,39, 0,44, 0,45
Tasks: 312 total,   1 running, 311 sleeping,   0 stopped,   0 zombie
%Cpu(s):  2,0 us,  1,0 sy, 12,5 ni, 84,4 id,  0,0 wa,  0,0 hi,  0,1 si,  0,0 st
MiB Mem :   7856,4 total,   3927,2 free,   1490,7 used,   2438,4 buff/cache
MiB Swap:   1335,2 total,   1335,2 free,      0,0 used.   5921,4 avail Mem 

    PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND
  20813 root      20   0 1269976  90472  13424 S  98,7   1,1   0:06.10 gst-lau+
   1122 emby      20   0 4406216 152252  63804 S  26,2   1,9   0:54.81 EmbySer+
   2373 asterisk  20   0 4380964  76184  39436 S   1,3   0,9   0:29.72 asterisk
    993 root      20   0  117452   5316   2656 S   0,7   0,1   0:17.35 dynamips
     13 root      20   0       0      0      0 I   0,3   0,0   0:04.07 rcu_sch+
     39 root      20   0       0      0      0 I   0,3   0,0   0:05.34 kworker+
    122 root      20   0       0      0      0 I   0,3   0,0   0:04.66 kworker+
    140 root      20   0       0      0      0 I   0,3   0,0   0:04.16 kworker+
    214 root      20   0       0      0      0 I   0,3   0,0   0:03.03 kworker+
    918 root      20   0   81904   3732   3400 S   0,3   0,0   0:00.18 irqbala+
   6449 root      20   0       0      0      0 I   0,3   0,0   0:02.63 kworker+
  20811 root      20   0   20624   4180   3464 R   0,3   0,1   0:00.04 top
      1 root      20   0  168568  12616   8440 S   0,0   0,2   0:01.98 systemd
      2 root      20   0       0      0      0 S   0,0   0,0   0:00.00 kthreadd
      3 root       0 -20       0      0      0 I   0,0   0,0   0:00.00 rcu_gp
      4 root       0 -20       0      0      0 I   0,0   0,0   0:00.00 rcu_par+
      6 root       0 -20       0      0      0 I   0,0   0,0   0:00.00 kworker+
      9 root       0 -20       0      0      0 I   0,0   0,0   0:00.00 mm_perc+
     10 root      20   0       0      0      0 S   0,0   0,0   0:00.00 rcu_tas+
     11 root      20   0       0      0      0 S   0,0   0,0   0:00.00 rcu_tas+
     12 root      20   0       0      0      0 S   0,0   0,0   0:00.22 ksoftir+
     14 root      rt   0       0      0      0 S   0,0   0,0   0:00.01 migrati+
     15 root     -51   0       0      0      0 S   0,0   0,0   0:00.00 idle_in+
     16 root      20   0       0      0      0 S   0,0   0,0   0:00.00 cpuhp/0
     17 root      20   0       0      0      0 S   0,0   0,0   0:00.00 cpuhp/1
     18 root     -51   0       0      0      0 S   0,0   0,0   0:00.00 idle_in+
     19 root      rt   0       0      0      0 S   0,0   0,0   0:00.13 migrati+
     20 root      20   0       0      0      0 S   0,0   0,0   0:00.21 ksoftir+
     22 root       0 -20       0      0      0 I   0,0   0,0   0:00.00 kworker+
     23 root      20   0       0      0      0 S   0,0   0,0   0:00.00 cpuhp/2
     24 root     -51   0       0      0      0 S   0,0   0,0   0:00.00 idle_in+
     25 root      rt   0       0      0      0 S   0,0   0,0   0:00.13 migrati+
     26 root      20   0       0      0      0 S   0,0   0,0   0:00.13 ksoftir+
     28 root       0 -20       0      0      0 I   0,0   0,0   0:00.00 kworker+
     29 root      20   0       0      0      0 S   0,0   0,0   0:00.00 cpuhp/3
     30 root     -51   0       0      0      0 S   0,0   0,0   0:00.00 idle_in+
     31 root      rt   0       0      0      0 S   0,0   0,0   0:00.13 migrati+
     32 root      20   0       0      0      0 S   0,0   0,0   0:00.07 ksoftir+
     34 root       0 -20       0      0      0 I   0,0   0,0   0:00.00 kworker+
     35 root      20   0       0      0      0 S   0,0   0,0   0:00.00 cpuhp/4
