n:1 mse_avg:1.62 mse_y:2.00 mse_u:0.92 mse_v:0.77 psnr_avg:46.05 psnr_y:45.12 psnr_u:48.49 psnr_v:49.26 
n:168 mse_avg:3.33 mse_y:4.29 mse_u:1.63 mse_v:1.19 psnr_avg:42.90 psnr_y:41.80 psnr_u:46.00 psnr_v:47.38 
n:169 mse_avg:3.17 mse_y:4.15 mse_u:1.33 mse_v:1.07 psnr_avg:43.13 psnr_y:41.95 psnr_u:46.90 psnr_v:47.85 
n:170 mse_avg:3.32 mse_y:4.30 mse_u:1.58 mse_v:1.14 psnr_avg:42.91 psnr_y:41.79 psnr_u:46.13 psnr_v:47.56 
n:171 mse_avg:2.87 mse_y:3.75 mse_u:1.24 mse_v:1.00 psnr_avg:43.55 psnr_y:42.39 psnr_u:47.19 psnr_v:48.12 
n:172 mse_avg:3.33 mse_y:4.30 mse_u:1.58 mse_v:1.19 psnr_avg:42.90 psnr_y:41.79 psnr_u:46.16 psnr_v:47.36 
n:173 mse_avg:3.31 mse_y:4.35 mse_u:1.37 mse_v:1.06 psnr_avg:42.94 psnr_y:41.74 psnr_u:46.76 psnr_v:47.87 
n:174 mse_avg:3.38 mse_y:4.37 mse_u:1.56 mse_v:1.22 psnr_avg:42.84 psnr_y:41.73 psnr_u:46.20 psnr_v:47.25 
n:175 mse_avg:2.92 mse_y:3.79 mse_u:1.30 mse_v:1.03 psnr_avg:43.48 psnr_y:42.34 psnr_u:46.98 psnr_v:47.99 
n:176 mse_avg:3.24 mse_y:4.16 mse_u:1.55 mse_v:1.24 psnr_avg:43.03 psnr_y:41.94 psnr_u:46.24 psnr_v:47.20 
n:177 mse_avg:3.13 mse_y:4.08 mse_u:1.38 mse_v:1.06 psnr_avg:43.18 psnr_y:42.02 psnr_u:46.74 psnr_v:47.86 
n:178 mse_avg:3.09 mse_y:3.95 mse_u:1.58 mse_v:1.16 psnr_avg:43.23 psnr_y:42.16 psnr_u:46.13 psnr_v:47.50 
n:179 mse_avg:2.78 mse_y:3.61 mse_u:1.26 mse_v:1.00 psnr_avg:43.69 psnr_y:42.56 psnr_u:47.13 psnr_v:48.13 
n:180 mse_avg:3.25 mse_y:4.22 mse_u:1.47 mse_v:1.14 psnr_avg:43.01 psnr_y:41.88 psnr_u:46.44 psnr_v:47.57 
n:181 mse_avg:1.33 mse_y:1.64 mse_u:0.79 mse_v:0.66 psnr_avg:46.88 psnr_y:45.99 psnr_u:49.14 psnr_v:49.92 
n:182 mse_avg:2.38 mse_y:2.94 mse_u:1.43 mse_v:1.08 psnr_avg:44.37 psnr_y:43.45 psnr_u:46.56 psnr_v:47.80 
n:183 mse_avg:2.46 mse_y:3.16 mse_u:1.18 mse_v:0.91 psnr_avg:44.23 psnr_y:43.13 psnr_u:47.42 psnr_v:48.54 
n:184 mse_avg:2.71 mse_y:3.44 mse_u:1.40 mse_v:1.10 psnr_avg:43.80 psnr_y:42.76 psnr_u:46.67 psnr_v:47.72 
n:185 mse_avg:2.58 mse_y:3.35 mse_u:1.14 mse_v:0.89 psnr_avg:44.02 psnr_y:42.87 psnr_u:47.55 psnr_v:48.64 
n:186 mse_avg:2.92 mse_y:3.73 mse_u:1.47 mse_v:1.13 psnr_avg:43.47 psnr_y:42.41 psnr_u:46.45 psnr_v:47.60 
n:187 mse_avg:2.95 mse_y:3.86 mse_u:1.30 mse_v:0.97 psnr_avg:43.43 psnr_y:42.26 psnr_u:47.00 psnr_v:48.26 
n:188 mse_avg:3.18 mse_y:4.12 mse_u:1.50 mse_v:1.11 psnr_avg:43.10 psnr_y:41.98 psnr_u:46.37 psnr_v:47.68 
n:189 mse_avg:2.92 mse_y:3.84 mse_u:1.23 mse_v:0.95 psnr_avg:43.47 psnr_y:42.29 psnr_u:47.22 psnr_v:48.34 
n:190 mse_avg:3.44 mse_y:4.48 mse_u:1.54 mse_v:1.18 psnr_avg:42.77 psnr_y:41.62 psnr_u:46.25 psnr_v:47.40 
n:191 mse_avg:3.38 mse_y:4.47 mse_u:1.35 mse_v:1.03 psnr_avg:42.85 psnr_y:41.63 psnr_u:46.83 psnr_v:48.00 
n:192 mse_avg:3.51 mse_y:4.56 mse_u:1.61 mse_v:1.20 psnr_avg:42.68 psnr_y:41.54 psnr_u:46.06 psnr_v:47.34 
n:193 mse_avg:3.05 mse_y:4.01 mse_u:1.26 mse_v:0.99 psnr_avg:43.29 psnr_y:42.10 psnr_u:47.13 psnr_v:48.17 
n:194 mse_avg:3.50 mse_y:4.55 mse_u:1.62 mse_v:1.19 psnr_avg:42.69 psnr_y:41.55 psnr_u:46.04 psnr_v:47.39 
n:195 mse_avg:3.40 mse_y:4.49 mse_u:1.38 mse_v:1.05 psnr_avg:42.82 psnr_y:41.61 psnr_u:46.73 psnr_v:47.92 
n:196 mse_avg:3.48 mse_y:4.53 mse_u:1.60 mse_v:1.18 psnr_avg:42.71 psnr_y:41.57 psnr_u:46.09 psnr_v:47.40 
n:197 mse_avg:2.99 mse_y:3.90 mse_u:1.27 mse_v:1.03 psnr_avg:43.38 psnr_y:42.22 psnr_u:47.08 psnr_v:48.00 
n:198 mse_avg:3.48 mse_y:4.50 mse_u:1.64 mse_v:1.26 psnr_avg:42.71 psnr_y:41.60 psnr_u:45.97 psnr_v:47.14 
n:199 mse_avg:3.48 mse_y:4.58 mse_u:1.41 mse_v:1.12 psnr_avg:42.72 psnr_y:41.52 psnr_u:46.65 psnr_v:47.66 
n:200 mse_avg:3.49 mse_y:4.51 mse_u:1.60 mse_v:1.27 psnr_avg:42.71 psnr_y:41.59 psnr_u:46.08 psnr_v:47.11 
n:201 mse_avg:2.96 mse_y:3.84 mse_u:1.33 mse_v:1.06 psnr_avg:43.42 psnr_y:42.29 psnr_u:46.90 psnr_v:47.89 
n:202 mse_avg:3.48 mse_y:4.48 mse_u:1.64 mse_v:1.30 psnr_avg:42.72 psnr_y:41.62 psnr_u:45.97 psnr_v:46.98 
n:203 mse_avg:3.43 mse_y:4.51 mse_u:1.44 mse_v:1.12 psnr_avg:42.78 psnr_y:41.59 psnr_u:46.55 psnr_v:47.66 
n:204 mse_avg:3.34 mse_y:4.31 mse_u:1.56 mse_v:1.25 psnr_avg:42.89 psnr_y:41.79 psnr_u:46.21 psnr_v:47.15 
n:205 mse_avg:2.94 mse_y:3.83 mse_u:1.31 mse_v:1.04 psnr_avg:43.44 psnr_y:42.30 psnr_u:46.96 psnr_v:47.97 
n:206 mse_avg:3.20 mse_y:4.08 mse_u:1.58 mse_v:1.31 psnr_avg:43.08 psnr_y:42.03 psnr_u:46.13 psnr_v:46.96 
n:207 mse_avg:3.22 mse_y:4.20 mse_u:1.39 mse_v:1.11 psnr_avg:43.06 psnr_y:41.90 psnr_u:46.70 psnr_v:47.69 
n:208 mse_avg:3.25 mse_y:4.17 mse_u:1.58 mse_v:1.20 psnr_avg:43.01 psnr_y:41.92 psnr_u:46.14 psnr_v:47.32 
n:209 mse_avg:2.83 mse_y:3.65 mse_u:1.31 mse_v:1.02 psnr_avg:43.62 psnr_y:42.50 psnr_u:46.95 psnr_v:48.04 
n:210 mse_avg:3.28 mse_y:4.28 mse_u:1.41 mse_v:1.12 psnr_avg:42.98 psnr_y:41.82 psnr_u:46.63 psnr_v:47.62 
n:211 mse_avg:1.15 mse_y:1.41 mse_u:0.68 mse_v:0.61 psnr_avg:47.51 psnr_y:46.64 psnr_u:49.80 psnr_v:50.30 
n:212 mse_avg:2.17 mse_y:2.65 mse_u:1.38 mse_v:1.03 psnr_avg:44.77 psnr_y:43.90 psnr_u:46.72 psnr_v:48.01 
n:213 mse_avg:2.22 mse_y:2.83 mse_u:1.15 mse_v:0.85 psnr_avg:44.66 psnr_y:43.61 psnr_u:47.53 psnr_v:48.86 
n:214 mse_avg:2.40 mse_y:3.01 mse_u:1.35 mse_v:1.05 psnr_avg:44.32 psnr_y:43.35 psnr_u:46.81 psnr_v:47.93 
n:215 mse_avg:2.01 mse_y:2.55 mse_u:1.07 mse_v:0.81 psnr_avg:45.10 psnr_y:44.07 psnr_u:47.83 psnr_v:49.04 
n:216 mse_avg:2.37 mse_y:2.94 mse_u:1.44 mse_v:1.04 psnr_avg:44.38 psnr_y:43.45 psnr_u:46.56 psnr_v:47.97 
n:217 mse_avg:2.30 mse_y:2.94 mse_u:1.13 mse_v:0.86 psnr_avg:44.52 psnr_y:43.44 psnr_u:47.60 psnr_v:48.76 
n:218 mse_avg:2.36 mse_y:2.93 mse_u:1.40 mse_v:1.05 psnr_avg:44.40 psnr_y:43.46 psnr_u:46.69 psnr_v:47.90 
n:219 mse_avg:2.06 mse_y:2.63 mse_u:1.03 mse_v:0.79 psnr_avg:45.00 psnr_y:43.93 psnr_u:47.98 psnr_v:49.15 
n:220 mse_avg:2.34 mse_y:2.88 mse_u:1.44 mse_v:1.08 psnr_avg:44.45 psnr_y:43.54 psnr_u:46.56 psnr_v:47.81 
n:221 mse_avg:2.32 mse_y:2.96 mse_u:1.21 mse_v:0.91 psnr_avg:44.47 psnr_y:43.42 psnr_u:47.31 psnr_v:48.56 
n:222 mse_avg:2.34 mse_y:2.89 mse_u:1.40 mse_v:1.07 psnr_avg:44.44 psnr_y:43.52 psnr_u:46.68 psnr_v:47.85 
n:223 mse_avg:2.08 mse_y:2.66 mse_u:1.03 mse_v:0.82 psnr_avg:44.94 psnr_y:43.88 psnr_u:47.99 psnr_v:48.97 
n:224 mse_avg:2.28 mse_y:2.80 mse_u:1.39 mse_v:1.07 psnr_avg:44.56 psnr_y:43.66 psnr_u:46.69 psnr_v:47.85 
n:225 mse_avg:2.27 mse_y:2.89 mse_u:1.17 mse_v:0.88 psnr_avg:44.57 psnr_y:43.52 psnr_u:47.44 psnr_v:48.67 
n:226 mse_avg:2.32 mse_y:2.86 mse_u:1.34 mse_v:1.10 psnr_avg:44.48 psnr_y:43.56 psnr_u:46.86 psnr_v:47.73 
n:227 mse_avg:2.06 mse_y:2.61 mse_u:1.06 mse_v:0.85 psnr_avg:45.00 psnr_y:43.97 psnr_u:47.86 psnr_v:48.82 
n:228 mse_avg:2.31 mse_y:2.87 mse_u:1.36 mse_v:1.02 psnr_avg:44.50 psnr_y:43.55 psnr_u:46.80 psnr_v:48.05 
n:229 mse_avg:2.25 mse_y:2.86 mse_u:1.16 mse_v:0.89 psnr_avg:44.60 psnr_y:43.56 psnr_u:47.47 psnr_v:48.62 
n:230 mse_avg:2.34 mse_y:2.92 mse_u:1.35 mse_v:1.05 psnr_avg:44.43 psnr_y:43.48 psnr_u:46.83 psnr_v:47.93 
n:231 mse_avg:2.03 mse_y:2.58 mse_u:1.03 mse_v:0.85 psnr_avg:45.05 psnr_y:44.02 psnr_u:47.99 psnr_v:48.82 
n:232 mse_avg:2.54 mse_y:3.18 mse_u:1.38 mse_v:1.12 psnr_avg:44.08 psnr_y:43.10 psnr_u:46.73 psnr_v:47.66 
n:233 mse_avg:2.52 mse_y:3.25 mse_u:1.20 mse_v:0.93 psnr_avg:44.11 psnr_y:43.01 psnr_u:47.34 psnr_v:48.45 
n:234 mse_avg:2.57 mse_y:3.24 mse_u:1.38 mse_v:1.09 psnr_avg:44.03 psnr_y:43.02 psnr_u:46.72 psnr_v:47.75 
n:235 mse_avg:2.05 mse_y:2.60 mse_u:1.05 mse_v:0.86 psnr_avg:45.01 psnr_y:43.98 psnr_u:47.90 psnr_v:48.79 
n:236 mse_avg:2.46 mse_y:3.06 mse_u:1.42 mse_v:1.09 psnr_avg:44.23 psnr_y:43.28 psnr_u:46.60 psnr_v:47.75 
n:237 mse_avg:2.45 mse_y:3.13 mse_u:1.20 mse_v:0.98 psnr_avg:44.24 psnr_y:43.18 psnr_u:47.34 psnr_v:48.24 
n:238 mse_avg:2.49 mse_y:3.10 mse_u:1.45 mse_v:1.05 psnr_avg:44.18 psnr_y:43.21 psnr_u:46.51 psnr_v:47.90 
n:239 mse_avg:2.16 mse_y:2.74 mse_u:1.09 mse_v:0.90 psnr_avg:44.79 psnr_y:43.76 psnr_u:47.77 psnr_v:48.57 
n:240 mse_avg:2.51 mse_y:3.20 mse_u:1.26 mse_v:1.02 psnr_avg:44.13 psnr_y:43.08 psnr_u:47.12 psnr_v:48.03 
n:241 mse_avg:0.89 mse_y:1.07 mse_u:0.56 mse_v:0.51 psnr_avg:48.61 psnr_y:47.82 psnr_u:50.64 psnr_v:51.04 
n:242 mse_avg:1.96 mse_y:2.32 mse_u:1.46 mse_v:1.01 psnr_avg:45.22 psnr_y:44.48 psnr_u:46.49 psnr_v:48.11 
n:243 mse_avg:1.94 mse_y:2.43 mse_u:1.09 mse_v:0.81 psnr_avg:45.26 psnr_y:44.27 psnr_u:47.75 psnr_v:49.05 
n:244 mse_avg:2.06 mse_y:2.52 mse_u:1.30 mse_v:0.98 psnr_avg:45.00 psnr_y:44.13 psnr_u:46.98 psnr_v:48.21 
n:245 mse_avg:1.81 mse_y:2.27 mse_u:1.01 mse_v:0.79 psnr_avg:45.54 psnr_y:44.57 psnr_u:48.09 psnr_v:49.18 
n:246 mse_avg:2.13 mse_y:2.61 mse_u:1.35 mse_v:0.98 psnr_avg:44.86 psnr_y:43.97 psnr_u:46.81 psnr_v:48.23 
n:247 mse_avg:2.11 mse_y:2.68 mse_u:1.12 mse_v:0.84 psnr_avg:44.89 psnr_y:43.86 psnr_u:47.65 psnr_v:48.89 
n:248 mse_avg:2.16 mse_y:2.67 mse_u:1.33 mse_v:0.99 psnr_avg:44.78 psnr_y:43.87 psnr_u:46.90 psnr_v:48.19 
n:249 mse_avg:1.89 mse_y:2.38 mse_u:1.01 mse_v:0.79 psnr_avg:45.37 psnr_y:44.36 psnr_u:48.07 psnr_v:49.17 
n:250 mse_avg:2.19 mse_y:2.71 mse_u:1.34 mse_v:0.98 psnr_avg:44.72 psnr_y:43.81 psnr_u:46.84 psnr_v:48.20 
n:251 mse_avg:2.17 mse_y:2.75 mse_u:1.15 mse_v:0.87 psnr_avg:44.76 psnr_y:43.73 psnr_u:47.54 psnr_v:48.75 
n:252 mse_avg:2.25 mse_y:2.75 mse_u:1.42 mse_v:1.03 psnr_avg:44.62 psnr_y:43.73 psnr_u:46.60 psnr_v:48.00 
n:253 mse_avg:1.96 mse_y:2.49 mse_u:1.02 mse_v:0.80 psnr_avg:45.20 psnr_y:44.17 psnr_u:48.04 psnr_v:49.09 
n:254 mse_avg:2.24 mse_y:2.75 mse_u:1.39 mse_v:1.05 psnr_avg:44.62 psnr_y:43.73 psnr_u:46.70 psnr_v:47.90 
n:255 mse_avg:2.27 mse_y:2.89 mse_u:1.17 mse_v:0.89 psnr_avg:44.57 psnr_y:43.52 psnr_u:47.46 psnr_v:48.63 
n:256 mse_avg:2.34 mse_y:2.93 mse_u:1.33 mse_v:1.02 psnr_avg:44.43 psnr_y:43.47 psnr_u:46.89 psnr_v:48.02 
n:257 mse_avg:2.06 mse_y:2.64 mse_u:1.02 mse_v:0.80 psnr_avg:44.98 psnr_y:43.91 psnr_u:48.03 psnr_v:49.10 
n:258 mse_avg:2.46 mse_y:3.10 mse_u:1.36 mse_v:1.00 psnr_avg:44.22 psnr_y:43.21 psnr_u:46.81 psnr_v:48.14 
n:259 mse_avg:2.44 mse_y:3.14 mse_u:1.17 mse_v:0.89 psnr_avg:44.26 psnr_y:43.16 psnr_u:47.45 psnr_v:48.65 
n:260 mse_avg:2.51 mse_y:3.18 mse_u:1.32 mse_v:1.04 psnr_avg:44.13 psnr_y:43.11 psnr_u:46.94 psnr_v:47.95 
n:261 mse_avg:2.06 mse_y:2.61 mse_u:1.05 mse_v:0.85 psnr_avg:45.00 psnr_y:43.97 psnr_u:47.91 psnr_v:48.85 
n:262 mse_avg:2.59 mse_y:3.24 mse_u:1.43 mse_v:1.11 psnr_avg:44.00 psnr_y:43.02 psnr_u:46.59 psnr_v:47.68 
n:263 mse_avg:2.60 mse_y:3.36 mse_u:1.26 mse_v:0.92 psnr_avg:43.98 psnr_y:42.87 psnr_u:47.11 psnr_v:48.49 
n:264 mse_avg:2.60 mse_y:3.27 mse_u:1.43 mse_v:1.10 psnr_avg:43.98 psnr_y:42.99 psnr_u:46.59 psnr_v:47.71 
n:265 mse_avg:2.08 mse_y:2.63 mse_u:1.07 mse_v:0.89 psnr_avg:44.96 psnr_y:43.94 psnr_u:47.83 psnr_v:48.65 
n:266 mse_avg:2.55 mse_y:3.20 mse_u:1.41 mse_v:1.10 psnr_avg:44.06 psnr_y:43.08 psnr_u:46.65 psnr_v:47.73 
n:267 mse_avg:2.51 mse_y:3.22 mse_u:1.23 mse_v:0.97 psnr_avg:44.13 psnr_y:43.05 psnr_u:47.23 psnr_v:48.27 
n:268 mse_avg:2.53 mse_y:3.16 mse_u:1.39 mse_v:1.11 psnr_avg:44.11 psnr_y:43.13 psnr_u:46.69 psnr_v:47.69 
n:269 mse_avg:2.10 mse_y:2.66 mse_u:1.07 mse_v:0.91 psnr_avg:44.90 psnr_y:43.88 psnr_u:47.83 psnr_v:48.56 
n:270 mse_avg:2.57 mse_y:3.28 mse_u:1.24 mse_v:1.02 psnr_avg:44.04 psnr_y:42.97 psnr_u:47.19 psnr_v:48.03 
n:271 mse_avg:1.03 mse_y:1.24 mse_u:0.65 mse_v:0.56 psnr_avg:48.02 psnr_y:47.20 psnr_u:50.03 psnr_v:50.67 
n:272 mse_avg:2.11 mse_y:2.61 mse_u:1.28 mse_v:0.98 psnr_avg:44.88 psnr_y:43.97 psnr_u:47.07 psnr_v:48.24 
n:273 mse_avg:2.09 mse_y:2.65 mse_u:1.13 mse_v:0.83 psnr_avg:44.93 psnr_y:43.90 psnr_u:47.60 psnr_v:48.93 
n:274 mse_avg:2.13 mse_y:2.62 mse_u:1.29 mse_v:0.99 psnr_avg:44.85 psnr_y:43.95 psnr_u:47.02 psnr_v:48.18 
n:275 mse_avg:1.73 mse_y:2.15 mse_u:0.99 mse_v:0.79 psnr_avg:45.74 psnr_y:44.80 psnr_u:48.16 psnr_v:49.17 
n:276 mse_avg:2.05 mse_y:2.50 mse_u:1.35 mse_v:0.97 psnr_avg:45.00 psnr_y:44.15 psnr_u:46.82 psnr_v:48.24 
n:277 mse_avg:2.05 mse_y:2.58 mse_u:1.14 mse_v:0.81 psnr_avg:45.02 psnr_y:44.01 psnr_u:47.55 psnr_v:49.02 
n:278 mse_avg:2.02 mse_y:2.47 mse_u:1.29 mse_v:0.93 psnr_avg:45.08 psnr_y:44.20 psnr_u:47.02 psnr_v:48.43 
n:279 mse_avg:1.76 mse_y:2.20 mse_u:0.98 mse_v:0.78 psnr_avg:45.67 psnr_y:44.70 psnr_u:48.23 psnr_v:49.19 
n:280 mse_avg:2.14 mse_y:2.64 mse_u:1.30 mse_v:0.97 psnr_avg:44.83 psnr_y:43.91 psnr_u:46.98 psnr_v:48.28 
n:281 mse_avg:2.10 mse_y:2.67 mse_u:1.09 mse_v:0.84 psnr_avg:44.90 psnr_y:43.86 psnr_u:47.76 psnr_v:48.90 
n:282 mse_avg:2.11 mse_y:2.60 mse_u:1.29 mse_v:0.96 psnr_avg:44.89 psnr_y:43.97 psnr_u:47.04 psnr_v:48.30 
n:283 mse_avg:1.86 mse_y:2.34 mse_u:1.02 mse_v:0.77 psnr_avg:45.44 psnr_y:44.44 psnr_u:48.05 psnr_v:49.29 
n:284 mse_avg:2.09 mse_y:2.55 mse_u:1.32 mse_v:0.98 psnr_avg:44.94 psnr_y:44.06 psnr_u:46.93 psnr_v:48.23 
n:285 mse_avg:2.02 mse_y:2.53 mse_u:1.11 mse_v:0.86 psnr_avg:45.08 psnr_y:44.10 psnr_u:47.66 psnr_v:48.77 
n:286 mse_avg:2.07 mse_y:2.54 mse_u:1.26 mse_v:1.01 psnr_avg:44.97 psnr_y:44.09 psnr_u:47.12 psnr_v:48.08 
n:287 mse_avg:1.80 mse_y:2.25 mse_u:1.00 mse_v:0.79 psnr_avg:45.58 psnr_y:44.60 psnr_u:48.11 psnr_v:49.14 
n:288 mse_avg:2.06 mse_y:2.49 mse_u:1.39 mse_v:0.99 psnr_avg:45.00 psnr_y:44.17 psnr_u:46.69 psnr_v:48.16 
n:289 mse_avg:1.99 mse_y:2.48 mse_u:1.15 mse_v:0.87 psnr_avg:45.14 psnr_y:44.18 psnr_u:47.52 psnr_v:48.75 
n:290 mse_avg:2.12 mse_y:2.59 mse_u:1.38 mse_v:0.97 psnr_avg:44.87 psnr_y:44.00 psnr_u:46.72 psnr_v:48.26 
n:291 mse_avg:1.83 mse_y:2.30 mse_u:1.00 mse_v:0.78 psnr_avg:45.51 psnr_y:44.52 psnr_u:48.14 psnr_v:49.19 
n:292 mse_avg:2.11 mse_y:2.57 mse_u:1.39 mse_v:1.00 psnr_avg:44.88 psnr_y:44.03 psnr_u:46.70 psnr_v:48.11 
n:293 mse_avg:2.09 mse_y:2.64 mse_u:1.11 mse_v:0.86 psnr_avg:44.93 psnr_y:43.91 psnr_u:47.67 psnr_v:48.78 
n:294 mse_avg:2.15 mse_y:2.65 mse_u:1.32 mse_v:1.01 psnr_avg:44.80 psnr_y:43.90 psnr_u:46.93 psnr_v:48.08 
n:295 mse_avg:1.88 mse_y:2.37 mse_u:1.00 mse_v:0.80 psnr_avg:45.38 psnr_y:44.38 psnr_u:48.14 psnr_v:49.10 
n:296 mse_avg:2.18 mse_y:2.70 mse_u:1.26 mse_v:1.01 psnr_avg:44.75 psnr_y:43.81 psnr_u:47.13 psnr_v:48.08 
n:297 mse_avg:2.12 mse_y:2.67 mse_u:1.13 mse_v:0.92 psnr_avg:44.86 psnr_y:43.86 psnr_u:47.59 psnr_v:48.52 
n:298 mse_avg:2.27 mse_y:2.82 mse_u:1.31 mse_v:1.03 psnr_avg:44.58 psnr_y:43.63 psnr_u:46.96 psnr_v:48.01 
n:299 mse_avg:2.08 mse_y:2.65 mse_u:1.05 mse_v:0.85 psnr_avg:44.95 psnr_y:43.90 psnr_u:47.94 psnr_v:48.85 
n:300 mse_avg:2.27 mse_y:2.89 mse_u:1.13 mse_v:0.93 psnr_avg:44.58 psnr_y:43.53 psnr_u:47.61 psnr_v:48.46 
