n:1 mse_avg:5.64 mse_y:6.59 mse_u:4.20 mse_v:3.27 psnr_avg:40.62 psnr_y:39.94 psnr_u:41.90 psnr_v:42.99 
n:168 mse_avg:2.55 mse_y:3.10 mse_u:1.68 mse_v:1.22 psnr_avg:44.07 psnr_y:43.22 psnr_u:45.88 psnr_v:47.28 
n:169 mse_avg:2.56 mse_y:3.10 mse_u:1.69 mse_v:1.24 psnr_avg:44.06 psnr_y:43.22 psnr_u:45.84 psnr_v:47.21 
n:170 mse_avg:2.14 mse_y:2.50 mse_u:1.65 mse_v:1.22 psnr_avg:44.82 psnr_y:44.15 psnr_u:45.96 psnr_v:47.28 
n:171 mse_avg:3.07 mse_y:3.77 mse_u:1.93 mse_v:1.41 psnr_avg:43.26 psnr_y:42.37 psnr_u:45.28 psnr_v:46.64 
n:172 mse_avg:2.92 mse_y:3.59 mse_u:1.80 mse_v:1.35 psnr_avg:43.48 psnr_y:42.59 psnr_u:45.58 psnr_v:46.82 
n:173 mse_avg:2.73 mse_y:3.35 mse_u:1.69 mse_v:1.26 psnr_avg:43.78 psnr_y:42.88 psnr_u:45.86 psnr_v:47.12 
n:174 mse_avg:2.30 mse_y:2.72 mse_u:1.68 mse_v:1.26 psnr_avg:44.51 psnr_y:43.79 psnr_u:45.88 psnr_v:47.13 
n:175 mse_avg:3.27 mse_y:4.06 mse_u:1.98 mse_v:1.41 psnr_avg:42.98 psnr_y:42.04 psnr_u:45.16 psnr_v:46.63 
n:176 mse_avg:3.03 mse_y:3.73 mse_u:1.88 mse_v:1.40 psnr_avg:43.31 psnr_y:42.42 psnr_u:45.39 psnr_v:46.67 
n:177 mse_avg:3.46 mse_y:4.32 mse_u:2.01 mse_v:1.50 psnr_avg:42.74 psnr_y:41.78 psnr_u:45.11 psnr_v:46.38 
n:178 mse_avg:2.62 mse_y:3.11 mse_u:1.84 mse_v:1.42 psnr_avg:43.95 psnr_y:43.20 psnr_u:45.49 psnr_v:46.60 
n:179 mse_avg:2.88 mse_y:3.56 mse_u:1.71 mse_v:1.32 psnr_avg:43.54 psnr_y:42.62 psnr_u:45.81 psnr_v:46.92 
n:180 mse_avg:2.89 mse_y:3.64 mse_u:1.54 mse_v:1.20 psnr_avg:43.53 psnr_y:42.51 psnr_u:46.26 psnr_v:47.33 
n:181 mse_avg:1.37 mse_y:1.49 mse_u:1.27 mse_v:0.99 psnr_avg:46.77 psnr_y:46.41 psnr_u:47.09 psnr_v:48.17 
n:182 mse_avg:3.37 mse_y:4.30 mse_u:1.74 mse_v:1.29 psnr_avg:42.85 psnr_y:41.80 psnr_u:45.73 psnr_v:47.04 
n:183 mse_avg:3.53 mse_y:4.49 mse_u:1.87 mse_v:1.36 psnr_avg:42.65 psnr_y:41.61 psnr_u:45.41 psnr_v:46.78 
n:184 mse_avg:3.32 mse_y:4.17 mse_u:1.88 mse_v:1.37 psnr_avg:42.92 psnr_y:41.93 psnr_u:45.40 psnr_v:46.78 
n:185 mse_avg:3.31 mse_y:4.17 mse_u:1.85 mse_v:1.35 psnr_avg:42.93 psnr_y:41.93 psnr_u:45.46 psnr_v:46.83 
n:186 mse_avg:2.09 mse_y:2.43 mse_u:1.61 mse_v:1.19 psnr_avg:44.93 psnr_y:44.27 psnr_u:46.08 psnr_v:47.37 
n:187 mse_avg:3.49 mse_y:4.44 mse_u:1.85 mse_v:1.32 psnr_avg:42.70 psnr_y:41.66 psnr_u:45.45 psnr_v:46.91 
n:188 mse_avg:3.53 mse_y:4.51 mse_u:1.85 mse_v:1.31 psnr_avg:42.65 psnr_y:41.59 psnr_u:45.45 psnr_v:46.96 
n:189 mse_avg:3.31 mse_y:4.18 mse_u:1.86 mse_v:1.31 psnr_avg:42.93 psnr_y:41.92 psnr_u:45.43 psnr_v:46.96 
n:190 mse_avg:3.01 mse_y:3.72 mse_u:1.85 mse_v:1.34 psnr_avg:43.34 psnr_y:42.43 psnr_u:45.45 psnr_v:46.87 
n:191 mse_avg:2.05 mse_y:2.36 mse_u:1.61 mse_v:1.22 psnr_avg:45.02 psnr_y:44.40 psnr_u:46.07 psnr_v:47.27 
n:192 mse_avg:3.00 mse_y:3.69 mse_u:1.87 mse_v:1.40 psnr_avg:43.36 psnr_y:42.47 psnr_u:45.40 psnr_v:46.68 
n:193 mse_avg:3.03 mse_y:3.73 mse_u:1.88 mse_v:1.37 psnr_avg:43.32 psnr_y:42.41 psnr_u:45.39 psnr_v:46.77 
n:194 mse_avg:3.06 mse_y:3.78 mse_u:1.88 mse_v:1.37 psnr_avg:43.27 psnr_y:42.36 psnr_u:45.38 psnr_v:46.78 
n:195 mse_avg:2.95 mse_y:3.59 mse_u:1.94 mse_v:1.39 psnr_avg:43.44 psnr_y:42.59 psnr_u:45.25 psnr_v:46.69 
n:196 mse_avg:2.06 mse_y:2.37 mse_u:1.62 mse_v:1.25 psnr_avg:44.99 psnr_y:44.38 psnr_u:46.02 psnr_v:47.16 
n:197 mse_avg:3.03 mse_y:3.67 mse_u:2.00 mse_v:1.47 psnr_avg:43.32 psnr_y:42.48 psnr_u:45.13 psnr_v:46.46 
n:198 mse_avg:2.94 mse_y:3.55 mse_u:2.00 mse_v:1.45 psnr_avg:43.44 psnr_y:42.63 psnr_u:45.13 psnr_v:46.50 
n:199 mse_avg:2.99 mse_y:3.63 mse_u:1.99 mse_v:1.46 psnr_avg:43.37 psnr_y:42.53 psnr_u:45.15 psnr_v:46.49 
n:200 mse_avg:2.98 mse_y:3.64 mse_u:1.87 mse_v:1.44 psnr_avg:43.39 psnr_y:42.52 psnr_u:45.41 psnr_v:46.56 
n:201 mse_avg:2.16 mse_y:2.51 mse_u:1.64 mse_v:1.28 psnr_avg:44.79 psnr_y:44.13 psnr_u:45.99 psnr_v:47.06 
n:202 mse_avg:2.89 mse_y:3.55 mse_u:1.82 mse_v:1.33 psnr_avg:43.52 psnr_y:42.63 psnr_u:45.53 psnr_v:46.89 
n:203 mse_avg:2.86 mse_y:3.51 mse_u:1.80 mse_v:1.37 psnr_avg:43.56 psnr_y:42.68 psnr_u:45.57 psnr_v:46.78 
n:204 mse_avg:2.84 mse_y:3.47 mse_u:1.82 mse_v:1.37 psnr_avg:43.59 psnr_y:42.73 psnr_u:45.54 psnr_v:46.76 
n:205 mse_avg:2.89 mse_y:3.53 mse_u:1.80 mse_v:1.41 psnr_avg:43.52 psnr_y:42.65 psnr_u:45.58 psnr_v:46.62 
n:206 mse_avg:2.30 mse_y:2.73 mse_u:1.62 mse_v:1.26 psnr_avg:44.51 psnr_y:43.77 psnr_u:46.03 psnr_v:47.11 
n:207 mse_avg:2.63 mse_y:3.21 mse_u:1.66 mse_v:1.29 psnr_avg:43.93 psnr_y:43.07 psnr_u:45.93 psnr_v:47.04 
n:208 mse_avg:2.55 mse_y:3.14 mse_u:1.53 mse_v:1.21 psnr_avg:44.07 psnr_y:43.17 psnr_u:46.28 psnr_v:47.31 
n:209 mse_avg:2.42 mse_y:2.95 mse_u:1.53 mse_v:1.20 psnr_avg:44.29 psnr_y:43.43 psnr_u:46.29 psnr_v:47.35 
n:210 mse_avg:2.40 mse_y:2.91 mse_u:1.54 mse_v:1.22 psnr_avg:44.33 psnr_y:43.50 psnr_u:46.24 psnr_v:47.27 
n:211 mse_avg:1.30 mse_y:1.42 mse_u:1.20 mse_v:0.93 psnr_avg:46.98 psnr_y:46.61 psnr_u:47.34 psnr_v:48.43 
n:212 mse_avg:2.48 mse_y:3.00 mse_u:1.62 mse_v:1.23 psnr_avg:44.19 psnr_y:43.36 psnr_u:46.02 psnr_v:47.24 
n:213 mse_avg:2.24 mse_y:2.69 mse_u:1.55 mse_v:1.14 psnr_avg:44.62 psnr_y:43.83 psnr_u:46.24 psnr_v:47.56 
n:214 mse_avg:2.27 mse_y:2.72 mse_u:1.55 mse_v:1.16 psnr_avg:44.58 psnr_y:43.78 psnr_u:46.24 psnr_v:47.47 
n:215 mse_avg:2.02 mse_y:2.36 mse_u:1.54 mse_v:1.16 psnr_avg:45.08 psnr_y:44.41 psnr_u:46.24 psnr_v:47.50 
n:216 mse_avg:2.68 mse_y:3.27 mse_u:1.70 mse_v:1.29 psnr_avg:43.85 psnr_y:42.98 psnr_u:45.83 psnr_v:47.03 
n:217 mse_avg:2.45 mse_y:2.97 mse_u:1.62 mse_v:1.21 psnr_avg:44.24 psnr_y:43.40 psnr_u:46.03 psnr_v:47.29 
n:218 mse_avg:2.22 mse_y:2.67 mse_u:1.51 mse_v:1.15 psnr_avg:44.66 psnr_y:43.87 psnr_u:46.35 psnr_v:47.51 
n:219 mse_avg:1.99 mse_y:2.32 mse_u:1.49 mse_v:1.15 psnr_avg:45.15 psnr_y:44.48 psnr_u:46.39 psnr_v:47.54 
n:220 mse_avg:2.78 mse_y:3.40 mse_u:1.75 mse_v:1.32 psnr_avg:43.69 psnr_y:42.81 psnr_u:45.69 psnr_v:46.94 
n:221 mse_avg:2.51 mse_y:3.02 mse_u:1.71 mse_v:1.25 psnr_avg:44.14 psnr_y:43.33 psnr_u:45.80 psnr_v:47.15 
n:222 mse_avg:2.74 mse_y:3.34 mse_u:1.76 mse_v:1.31 psnr_avg:43.75 psnr_y:42.89 psnr_u:45.67 psnr_v:46.95 
n:223 mse_avg:1.95 mse_y:2.27 mse_u:1.48 mse_v:1.12 psnr_avg:45.24 psnr_y:44.57 psnr_u:46.43 psnr_v:47.64 
n:224 mse_avg:2.41 mse_y:2.95 mse_u:1.50 mse_v:1.14 psnr_avg:44.31 psnr_y:43.43 psnr_u:46.36 psnr_v:47.55 
n:225 mse_avg:2.68 mse_y:3.31 mse_u:1.64 mse_v:1.22 psnr_avg:43.84 psnr_y:42.93 psnr_u:45.98 psnr_v:47.26 
n:226 mse_avg:3.00 mse_y:3.73 mse_u:1.79 mse_v:1.33 psnr_avg:43.35 psnr_y:42.42 psnr_u:45.61 psnr_v:46.88 
n:227 mse_avg:2.10 mse_y:2.45 mse_u:1.62 mse_v:1.20 psnr_avg:44.90 psnr_y:44.23 psnr_u:46.04 psnr_v:47.35 
n:228 mse_avg:2.77 mse_y:3.42 mse_u:1.70 mse_v:1.24 psnr_avg:43.71 psnr_y:42.80 psnr_u:45.82 psnr_v:47.19 
n:229 mse_avg:2.72 mse_y:3.34 mse_u:1.70 mse_v:1.24 psnr_avg:43.79 psnr_y:42.89 psnr_u:45.83 psnr_v:47.21 
n:230 mse_avg:3.07 mse_y:3.82 mse_u:1.79 mse_v:1.32 psnr_avg:43.26 psnr_y:42.31 psnr_u:45.59 psnr_v:46.91 
n:231 mse_avg:2.19 mse_y:2.57 mse_u:1.63 mse_v:1.24 psnr_avg:44.72 psnr_y:44.03 psnr_u:46.00 psnr_v:47.21 
n:232 mse_avg:3.33 mse_y:4.16 mse_u:1.89 mse_v:1.45 psnr_avg:42.91 psnr_y:41.94 psnr_u:45.37 psnr_v:46.53 
n:233 mse_avg:3.45 mse_y:4.34 mse_u:1.94 mse_v:1.42 psnr_avg:42.75 psnr_y:41.75 psnr_u:45.25 psnr_v:46.61 
n:234 mse_avg:3.25 mse_y:4.03 mse_u:1.95 mse_v:1.41 psnr_avg:43.01 psnr_y:42.08 psnr_u:45.22 psnr_v:46.62 
n:235 mse_avg:3.19 mse_y:3.93 mse_u:1.94 mse_v:1.49 psnr_avg:43.09 psnr_y:42.18 psnr_u:45.24 psnr_v:46.41 
n:236 mse_avg:2.45 mse_y:2.93 mse_u:1.71 mse_v:1.29 psnr_avg:44.23 psnr_y:43.46 psnr_u:45.79 psnr_v:47.04 
n:237 mse_avg:3.19 mse_y:3.94 mse_u:1.96 mse_v:1.45 psnr_avg:43.09 psnr_y:42.18 psnr_u:45.21 psnr_v:46.53 
n:238 mse_avg:3.12 mse_y:3.82 mse_u:1.97 mse_v:1.47 psnr_avg:43.19 psnr_y:42.31 psnr_u:45.20 psnr_v:46.46 
n:239 mse_avg:3.03 mse_y:3.69 mse_u:1.95 mse_v:1.45 psnr_avg:43.32 psnr_y:42.46 psnr_u:45.23 psnr_v:46.50 
n:240 mse_avg:3.21 mse_y:3.86 mse_u:2.21 mse_v:1.62 psnr_avg:43.07 psnr_y:42.27 psnr_u:44.70 psnr_v:46.03 
n:241 mse_avg:1.34 mse_y:1.52 mse_u:1.06 mse_v:0.91 psnr_avg:46.85 psnr_y:46.31 psnr_u:47.88 psnr_v:48.53 
n:242 mse_avg:2.83 mse_y:3.64 mse_u:1.27 mse_v:1.13 psnr_avg:43.62 psnr_y:42.52 psnr_u:47.09 psnr_v:47.59 
n:243 mse_avg:3.02 mse_y:3.89 mse_u:1.33 mse_v:1.21 psnr_avg:43.34 psnr_y:42.23 psnr_u:46.90 psnr_v:47.32 
n:244 mse_avg:2.91 mse_y:3.73 mse_u:1.31 mse_v:1.20 psnr_avg:43.50 psnr_y:42.41 psnr_u:46.96 psnr_v:47.35 
n:245 mse_avg:3.02 mse_y:3.89 mse_u:1.36 mse_v:1.23 psnr_avg:43.33 psnr_y:42.23 psnr_u:46.79 psnr_v:47.25 
n:246 mse_avg:2.10 mse_y:2.55 mse_u:1.28 mse_v:1.12 psnr_avg:44.91 psnr_y:44.06 psnr_u:47.05 psnr_v:47.63 
n:247 mse_avg:3.10 mse_y:4.02 mse_u:1.33 mse_v:1.18 psnr_avg:43.22 psnr_y:42.09 psnr_u:46.89 psnr_v:47.43 
n:248 mse_avg:2.93 mse_y:3.75 mse_u:1.33 mse_v:1.20 psnr_avg:43.47 psnr_y:42.39 psnr_u:46.88 psnr_v:47.33 
n:249 mse_avg:2.91 mse_y:3.73 mse_u:1.35 mse_v:1.20 psnr_avg:43.49 psnr_y:42.42 psnr_u:46.83 psnr_v:47.34 
n:250 mse_avg:2.86 mse_y:3.65 mse_u:1.35 mse_v:1.19 psnr_avg:43.57 psnr_y:42.51 psnr_u:46.82 psnr_v:47.38 
n:251 mse_avg:2.01 mse_y:2.43 mse_u:1.28 mse_v:1.07 psnr_avg:45.09 psnr_y:44.27 psnr_u:47.06 psnr_v:47.82 
n:252 mse_avg:2.73 mse_y:3.48 mse_u:1.33 mse_v:1.15 psnr_avg:43.77 psnr_y:42.72 psnr_u:46.88 psnr_v:47.51 
n:253 mse_avg:2.80 mse_y:3.57 mse_u:1.34 mse_v:1.16 psnr_avg:43.66 psnr_y:42.60 psnr_u:46.87 psnr_v:47.49 
n:254 mse_avg:2.86 mse_y:3.66 mse_u:1.33 mse_v:1.17 psnr_avg:43.57 psnr_y:42.49 psnr_u:46.91 psnr_v:47.46 
n:255 mse_avg:2.96 mse_y:3.76 mse_u:1.43 mse_v:1.26 psnr_avg:43.42 psnr_y:42.37 psnr_u:46.58 psnr_v:47.13 
n:256 mse_avg:2.09 mse_y:2.53 mse_u:1.32 mse_v:1.12 psnr_avg:44.93 psnr_y:44.11 psnr_u:46.93 psnr_v:47.64 
n:257 mse_avg:2.96 mse_y:3.78 mse_u:1.43 mse_v:1.23 psnr_avg:43.42 psnr_y:42.36 psnr_u:46.58 psnr_v:47.24 
n:258 mse_avg:2.87 mse_y:3.63 mse_u:1.42 mse_v:1.27 psnr_avg:43.56 psnr_y:42.53 psnr_u:46.60 psnr_v:47.09 
n:259 mse_avg:2.85 mse_y:3.61 mse_u:1.41 mse_v:1.27 psnr_avg:43.58 psnr_y:42.56 psnr_u:46.64 psnr_v:47.11 
n:260 mse_avg:3.03 mse_y:3.87 mse_u:1.44 mse_v:1.26 psnr_avg:43.31 psnr_y:42.25 psnr_u:46.55 psnr_v:47.12 
n:261 mse_avg:2.19 mse_y:2.66 mse_u:1.35 mse_v:1.15 psnr_avg:44.73 psnr_y:43.88 psnr_u:46.84 psnr_v:47.53 
n:262 mse_avg:3.17 mse_y:4.09 mse_u:1.37 mse_v:1.26 psnr_avg:43.12 psnr_y:42.01 psnr_u:46.75 psnr_v:47.12 
n:263 mse_avg:3.09 mse_y:3.96 mse_u:1.41 mse_v:1.31 psnr_avg:43.22 psnr_y:42.15 psnr_u:46.64 psnr_v:46.95 
n:264 mse_avg:3.15 mse_y:4.04 mse_u:1.44 mse_v:1.33 psnr_avg:43.14 psnr_y:42.07 psnr_u:46.55 psnr_v:46.89 
n:265 mse_avg:3.29 mse_y:4.25 mse_u:1.43 mse_v:1.33 psnr_avg:42.95 psnr_y:41.85 psnr_u:46.59 psnr_v:46.89 
n:266 mse_avg:2.43 mse_y:3.00 mse_u:1.37 mse_v:1.22 psnr_avg:44.28 psnr_y:43.37 psnr_u:46.75 psnr_v:47.26 
n:267 mse_avg:3.06 mse_y:3.96 mse_u:1.32 mse_v:1.20 psnr_avg:43.28 psnr_y:42.16 psnr_u:46.94 psnr_v:47.33 
n:268 mse_avg:2.83 mse_y:3.65 mse_u:1.27 mse_v:1.14 psnr_avg:43.61 psnr_y:42.51 psnr_u:47.11 psnr_v:47.57 
n:269 mse_avg:2.73 mse_y:3.50 mse_u:1.24 mse_v:1.13 psnr_avg:43.77 psnr_y:42.69 psnr_u:47.19 psnr_v:47.59 
n:270 mse_avg:2.78 mse_y:3.61 mse_u:1.22 mse_v:1.05 psnr_avg:43.69 psnr_y:42.56 psnr_u:47.28 psnr_v:47.90 
n:271 mse_avg:1.33 mse_y:1.50 mse_u:1.09 mse_v:0.89 psnr_avg:46.89 psnr_y:46.37 psnr_u:47.75 psnr_v:48.62 
n:272 mse_avg:2.89 mse_y:3.75 mse_u:1.27 mse_v:1.07 psnr_avg:43.52 psnr_y:42.39 psnr_u:47.10 psnr_v:47.85 
n:273 mse_avg:2.85 mse_y:3.66 mse_u:1.30 mse_v:1.14 psnr_avg:43.59 psnr_y:42.50 psnr_u:46.99 psnr_v:47.55 
n:274 mse_avg:2.81 mse_y:3.61 mse_u:1.31 mse_v:1.14 psnr_avg:43.64 psnr_y:42.56 psnr_u:46.97 psnr_v:47.57 
n:275 mse_avg:2.77 mse_y:3.56 mse_u:1.30 mse_v:1.08 psnr_avg:43.70 psnr_y:42.61 psnr_u:46.98 psnr_v:47.79 
n:276 mse_avg:1.98 mse_y:2.38 mse_u:1.29 mse_v:1.06 psnr_avg:45.16 psnr_y:44.36 psnr_u:47.03 psnr_v:47.88 
n:277 mse_avg:2.78 mse_y:3.54 mse_u:1.35 mse_v:1.15 psnr_avg:43.70 psnr_y:42.64 psnr_u:46.84 psnr_v:47.53 
n:278 mse_avg:2.77 mse_y:3.53 mse_u:1.33 mse_v:1.20 psnr_avg:43.70 psnr_y:42.66 psnr_u:46.90 psnr_v:47.35 
n:279 mse_avg:2.83 mse_y:3.62 mse_u:1.33 mse_v:1.19 psnr_avg:43.61 psnr_y:42.55 psnr_u:46.89 psnr_v:47.38 
n:280 mse_avg:2.88 mse_y:3.68 mse_u:1.36 mse_v:1.18 psnr_avg:43.54 psnr_y:42.47 psnr_u:46.81 psnr_v:47.41 
n:281 mse_avg:2.13 mse_y:2.60 mse_u:1.30 mse_v:1.09 psnr_avg:44.84 psnr_y:43.98 psnr_u:46.99 psnr_v:47.75 
n:282 mse_avg:2.98 mse_y:3.82 mse_u:1.41 mse_v:1.20 psnr_avg:43.39 psnr_y:42.31 psnr_u:46.64 psnr_v:47.33 
n:283 mse_avg:2.93 mse_y:3.72 mse_u:1.42 mse_v:1.26 psnr_avg:43.47 psnr_y:42.43 psnr_u:46.60 psnr_v:47.12 
n:284 mse_avg:2.93 mse_y:3.73 mse_u:1.41 mse_v:1.23 psnr_avg:43.46 psnr_y:42.41 psnr_u:46.64 psnr_v:47.22 
n:285 mse_avg:2.88 mse_y:3.66 mse_u:1.38 mse_v:1.23 psnr_avg:43.54 psnr_y:42.49 psnr_u:46.73 psnr_v:47.24 
n:286 mse_avg:2.07 mse_y:2.50 mse_u:1.34 mse_v:1.09 psnr_avg:44.96 psnr_y:44.15 psnr_u:46.86 psnr_v:47.75 
n:287 mse_avg:2.89 mse_y:3.70 mse_u:1.38 mse_v:1.17 psnr_avg:43.52 psnr_y:42.45 psnr_u:46.74 psnr_v:47.45 
n:288 mse_avg:2.79 mse_y:3.53 mse_u:1.37 mse_v:1.21 psnr_avg:43.68 psnr_y:42.65 psnr_u:46.77 psnr_v:47.30 
n:289 mse_avg:2.85 mse_y:3.62 mse_u:1.39 mse_v:1.23 psnr_avg:43.58 psnr_y:42.55 psnr_u:46.69 psnr_v:47.24 
n:290 mse_avg:2.90 mse_y:3.68 mse_u:1.44 mse_v:1.25 psnr_avg:43.51 psnr_y:42.48 psnr_u:46.54 psnr_v:47.15 
n:291 mse_avg:2.23 mse_y:2.72 mse_u:1.35 mse_v:1.13 psnr_avg:44.65 psnr_y:43.79 psnr_u:46.83 psnr_v:47.60 
n:292 mse_avg:2.94 mse_y:3.75 mse_u:1.39 mse_v:1.23 psnr_avg:43.45 psnr_y:42.39 psnr_u:46.69 psnr_v:47.23 
n:293 mse_avg:2.95 mse_y:3.76 mse_u:1.42 mse_v:1.26 psnr_avg:43.43 psnr_y:42.38 psnr_u:46.60 psnr_v:47.12 
n:294 mse_avg:2.90 mse_y:3.69 mse_u:1.43 mse_v:1.24 psnr_avg:43.50 psnr_y:42.46 psnr_u:46.59 psnr_v:47.20 
n:295 mse_avg:2.91 mse_y:3.70 mse_u:1.42 mse_v:1.23 psnr_avg:43.50 psnr_y:42.45 psnr_u:46.62 psnr_v:47.25 
n:296 mse_avg:2.39 mse_y:2.96 mse_u:1.36 mse_v:1.16 psnr_avg:44.35 psnr_y:43.42 psnr_u:46.81 psnr_v:47.47 
n:297 mse_avg:2.97 mse_y:3.78 mse_u:1.40 mse_v:1.31 psnr_avg:43.40 psnr_y:42.36 psnr_u:46.66 psnr_v:46.96 
n:298 mse_avg:2.71 mse_y:3.39 mse_u:1.43 mse_v:1.24 psnr_avg:43.81 psnr_y:42.83 psnr_u:46.59 psnr_v:47.19 
n:299 mse_avg:2.96 mse_y:3.76 mse_u:1.45 mse_v:1.26 psnr_avg:43.42 psnr_y:42.37 psnr_u:46.51 psnr_v:47.14 
n:300 mse_avg:3.06 mse_y:3.91 mse_u:1.45 mse_v:1.31 psnr_avg:43.27 psnr_y:42.21 psnr_u:46.51 psnr_v:46.97 
